,学习率,叶子节点数量,叶子节点最小样本数量,子采样率,特征采样率,最大深度,max_bin,评分,AUC,MSE,拟合曲线偏差度,正偏差度,负偏差度,recall,f1,15,评分,AUC,MSE,拟合曲线偏差度,正偏差度,负偏差度,recall,f1,24
7514,0.125,9,19,0.8,0.3,9,100,0.882124676,0.942980714,0.099844435,0.148337976,0.102163431,0.163419218,0.895383646,0.804729538,automl\lightGBM_AutoMl2021_7514,0.839754271,0.923051952,0.102275775,0.166332182,0.112101263,0.176066364,0.749622275,0.746560619,automl\lightGBM_AutoMl2023_7514
7517,0.125,9,19,0.8,0.3,11,100,0.882124676,0.942980714,0.099844435,0.148337976,0.102163431,0.163419218,0.895383646,0.804729538,automl\lightGBM_AutoMl2021_7517,0.839754271,0.923051952,0.102275775,0.166332182,0.112101263,0.176066364,0.749622275,0.746560619,automl\lightGBM_AutoMl2023_7517
7553,0.125,9,19,1,0.3,8,100,0.882124676,0.942980714,0.099844435,0.148337976,0.102163431,0.163419218,0.895383646,0.804729538,automl\lightGBM_AutoMl2021_7553,0.839754271,0.923051952,0.102275775,0.166332182,0.112101263,0.176066364,0.749622275,0.746560619,automl\lightGBM_AutoMl2023_7553
7556,0.125,9,19,1,0.3,9,100,0.882124676,0.942980714,0.099844435,0.148337976,0.102163431,0.163419218,0.895383646,0.804729538,automl\lightGBM_AutoMl2021_7556,0.839754271,0.923051952,0.102275775,0.166332182,0.112101263,0.176066364,0.749622275,0.746560619,automl\lightGBM_AutoMl2023_7556
7559,0.125,9,19,1,0.3,11,100,0.882124676,0.942980714,0.099844435,0.148337976,0.102163431,0.163419218,0.895383646,0.804729538,automl\lightGBM_AutoMl2021_7559,0.839754271,0.923051952,0.102275775,0.166332182,0.112101263,0.176066364,0.749622275,0.746560619,automl\lightGBM_AutoMl2023_7559
7415,0.125,9,19,0.6,0.3,4,100,0.88119462,0.94339151,0.099893347,0.139904394,0.083774227,0.157798931,0.8739562,0.793391976,automl\lightGBM_AutoMl2021_7415,0.835142344,0.922867805,0.102884727,0.174354923,0.132612572,0.181499924,0.742931146,0.754907336,automl\lightGBM_AutoMl2023_7415
7457,0.125,9,19,0.7,0.3,4,100,0.88119462,0.94339151,0.099893347,0.139904394,0.083774227,0.157798931,0.8739562,0.793391976,automl\lightGBM_AutoMl2021_7457,0.835142344,0.922867805,0.102884727,0.174354923,0.132612572,0.181499924,0.742931146,0.754907336,automl\lightGBM_AutoMl2023_7457
7499,0.125,9,19,0.8,0.3,4,100,0.88119462,0.94339151,0.099893347,0.139904394,0.083774227,0.157798931,0.8739562,0.793391976,automl\lightGBM_AutoMl2021_7499,0.835142344,0.922867805,0.102884727,0.174354923,0.132612572,0.181499924,0.742931146,0.754907336,automl\lightGBM_AutoMl2023_7499
7541,0.125,9,19,1,0.3,4,100,0.88119462,0.94339151,0.099893347,0.139904394,0.083774227,0.157798931,0.8739562,0.793391976,automl\lightGBM_AutoMl2021_7541,0.835142344,0.922867805,0.102884727,0.174354923,0.132612572,0.181499924,0.742931146,0.754907336,automl\lightGBM_AutoMl2023_7541
673,0.95,9,19,0.6,0.5,4,60,0.880977074,0.939338278,0.09519738,0.114736609,0.070553953,0.130540273,0.872223098,0.754789011,automl\lightGBM_AutoMl2021_673,0.856857007,0.927967949,0.076819313,0.08137421,0.068929838,0.083838798,0.736887546,0.70340991,automl\lightGBM_AutoMl2023_673
715,0.95,9,19,0.7,0.5,4,60,0.880977074,0.939338278,0.09519738,0.114736609,0.070553953,0.130540273,0.872223098,0.754789011,automl\lightGBM_AutoMl2021_715,0.856857007,0.927967949,0.076819313,0.08137421,0.068929838,0.083838798,0.736887546,0.70340991,automl\lightGBM_AutoMl2023_715
757,0.95,9,19,0.8,0.5,4,60,0.880977074,0.939338278,0.09519738,0.114736609,0.070553953,0.130540273,0.872223098,0.754789011,automl\lightGBM_AutoMl2021_757,0.856857007,0.927967949,0.076819313,0.08137421,0.068929838,0.083838798,0.736887546,0.70340991,automl\lightGBM_AutoMl2023_757
799,0.95,9,19,1,0.5,4,60,0.880977074,0.939338278,0.09519738,0.114736609,0.070553953,0.130540273,0.872223098,0.754789011,automl\lightGBM_AutoMl2021_799,0.856857007,0.927967949,0.076819313,0.08137421,0.068929838,0.083838798,0.736887546,0.70340991,automl\lightGBM_AutoMl2023_799
7255,0.125,9,14,0.6,0.3,7,60,0.880701979,0.943350516,0.099984595,0.148306319,0.101707553,0.163443149,0.88955412,0.801305705,automl\lightGBM_AutoMl2021_7255,0.840376935,0.923491659,0.102560595,0.168933668,0.113459072,0.178911205,0.753723289,0.75,automl\lightGBM_AutoMl2023_7255
7297,0.125,9,14,0.7,0.3,7,60,0.880701979,0.943350516,0.099984595,0.148306319,0.101707553,0.163443149,0.88955412,0.801305705,automl\lightGBM_AutoMl2021_7297,0.840376935,0.923491659,0.102560595,0.168933668,0.113459072,0.178911205,0.753723289,0.75,automl\lightGBM_AutoMl2023_7297
7339,0.125,9,14,0.8,0.3,7,60,0.880701979,0.943350516,0.099984595,0.148306319,0.101707553,0.163443149,0.88955412,0.801305705,automl\lightGBM_AutoMl2021_7339,0.840376935,0.923491659,0.102560595,0.168933668,0.113459072,0.178911205,0.753723289,0.75,automl\lightGBM_AutoMl2023_7339
7381,0.125,9,14,1,0.3,7,60,0.880701979,0.943350516,0.099984595,0.148306319,0.101707553,0.163443149,0.88955412,0.801305705,automl\lightGBM_AutoMl2021_7381,0.840376935,0.923491659,0.102560595,0.168933668,0.113459072,0.178911205,0.753723289,0.75,automl\lightGBM_AutoMl2023_7381
7423,0.125,9,19,0.6,0.3,7,60,0.880440124,0.94266615,0.099034447,0.1463942,0.106338256,0.159347899,0.889239011,0.802502488,automl\lightGBM_AutoMl2021_7423,0.839021612,0.922190506,0.101366474,0.165745748,0.113015547,0.175115106,0.745952946,0.74611399,automl\lightGBM_AutoMl2023_7423
7465,0.125,9,19,0.7,0.3,7,60,0.880440124,0.94266615,0.099034447,0.1463942,0.106338256,0.159347899,0.889239011,0.802502488,automl\lightGBM_AutoMl2021_7465,0.839021612,0.922190506,0.101366474,0.165745748,0.113015547,0.175115106,0.745952946,0.74611399,automl\lightGBM_AutoMl2023_7465
7507,0.125,9,19,0.8,0.3,7,60,0.880440124,0.94266615,0.099034447,0.1463942,0.106338256,0.159347899,0.889239011,0.802502488,automl\lightGBM_AutoMl2021_7507,0.839021612,0.922190506,0.101366474,0.165745748,0.113015547,0.175115106,0.745952946,0.74611399,automl\lightGBM_AutoMl2023_7507
7549,0.125,9,19,1,0.3,7,60,0.880440124,0.94266615,0.099034447,0.1463942,0.106338256,0.159347899,0.889239011,0.802502488,automl\lightGBM_AutoMl2021_7549,0.839021612,0.922190506,0.101366474,0.165745748,0.113015547,0.175115106,0.745952946,0.74611399,automl\lightGBM_AutoMl2023_7549
7414,0.125,9,19,0.6,0.3,4,60,0.880096176,0.942455414,0.100274087,0.140027859,0.085969992,0.157148812,0.871277769,0.793115812,automl\lightGBM_AutoMl2021_7414,0.835239906,0.922889111,0.103076073,0.17442334,0.132907651,0.181523978,0.743362832,0.755594559,automl\lightGBM_AutoMl2023_7414
7456,0.125,9,19,0.7,0.3,4,60,0.880096176,0.942455414,0.100274087,0.140027859,0.085969992,0.157148812,0.871277769,0.793115812,automl\lightGBM_AutoMl2021_7456,0.835239906,0.922889111,0.103076073,0.17442334,0.132907651,0.181523978,0.743362832,0.755594559,automl\lightGBM_AutoMl2023_7456
7498,0.125,9,19,0.8,0.3,4,60,0.880096176,0.942455414,0.100274087,0.140027859,0.085969992,0.157148812,0.871277769,0.793115812,automl\lightGBM_AutoMl2021_7498,0.835239906,0.922889111,0.103076073,0.17442334,0.132907651,0.181523978,0.743362832,0.755594559,automl\lightGBM_AutoMl2023_7498
7540,0.125,9,19,1,0.3,4,60,0.880096176,0.942455414,0.100274087,0.140027859,0.085969992,0.157148812,0.871277769,0.793115812,automl\lightGBM_AutoMl2021_7540,0.835239906,0.922889111,0.103076073,0.17442334,0.132907651,0.181523978,0.743362832,0.755594559,automl\lightGBM_AutoMl2023_7540
3385,0.11,9,4,0.6,0.3,5,60,0.880095988,0.945904958,0.10004602,0.157808345,0.123040853,0.169177449,0.903734048,0.811832142,automl\lightGBM_AutoMl2021_3385,0.834024145,0.916798687,0.107228654,0.176163094,0.115137664,0.187056057,0.743578675,0.742296919,automl\lightGBM_AutoMl2023_3385
3427,0.11,9,4,0.7,0.3,5,60,0.880095988,0.945904958,0.10004602,0.157808345,0.123040853,0.169177449,0.903734048,0.811832142,automl\lightGBM_AutoMl2021_3427,0.834024145,0.916798687,0.107228654,0.176163094,0.115137664,0.187056057,0.743578675,0.742296919,automl\lightGBM_AutoMl2023_3427
3469,0.11,9,4,0.8,0.3,5,60,0.880095988,0.945904958,0.10004602,0.157808345,0.123040853,0.169177449,0.903734048,0.811832142,automl\lightGBM_AutoMl2021_3469,0.834024145,0.916798687,0.107228654,0.176163094,0.115137664,0.187056057,0.743578675,0.742296919,automl\lightGBM_AutoMl2023_3469
3511,0.11,9,4,1,0.3,5,60,0.880095988,0.945904958,0.10004602,0.157808345,0.123040853,0.169177449,0.903734048,0.811832142,automl\lightGBM_AutoMl2021_3511,0.834024145,0.916798687,0.107228654,0.176163094,0.115137664,0.187056057,0.743578675,0.742296919,automl\lightGBM_AutoMl2023_3511
7084,0.125,9,12,0.6,0.3,6,60,0.880019252,0.944294393,0.099159157,0.152318919,0.11390117,0.164681145,0.893335434,0.807864928,automl\lightGBM_AutoMl2021_7084,0.837687797,0.921789618,0.103407375,0.170393236,0.109210526,0.181278302,0.743794518,0.743553781,automl\lightGBM_AutoMl2023_7084
7126,0.125,9,12,0.7,0.3,6,60,0.880019252,0.944294393,0.099159157,0.152318919,0.11390117,0.164681145,0.893335434,0.807864928,automl\lightGBM_AutoMl2021_7126,0.837687797,0.921789618,0.103407375,0.170393236,0.109210526,0.181278302,0.743794518,0.743553781,automl\lightGBM_AutoMl2023_7126
7168,0.125,9,12,0.8,0.3,6,60,0.880019252,0.944294393,0.099159157,0.152318919,0.11390117,0.164681145,0.893335434,0.807864928,automl\lightGBM_AutoMl2021_7168,0.837687797,0.921789618,0.103407375,0.170393236,0.109210526,0.181278302,0.743794518,0.743553781,automl\lightGBM_AutoMl2023_7168
7210,0.125,9,12,1,0.3,6,60,0.880019252,0.944294393,0.099159157,0.152318919,0.11390117,0.164681145,0.893335434,0.807864928,automl\lightGBM_AutoMl2021_7210,0.837687797,0.921789618,0.103407375,0.170393236,0.109210526,0.181278302,0.743794518,0.743553781,automl\lightGBM_AutoMl2023_7210
8591,0.125,11,8,0.6,0.3,4,100,0.879993246,0.945430571,0.102629485,0.145659744,0.080756662,0.167510156,0.881361273,0.782213522,automl\lightGBM_AutoMl2021_8591,0.834248721,0.916841154,0.107924913,0.174245781,0.112936017,0.185737359,0.750269804,0.733488078,automl\lightGBM_AutoMl2023_8591
8633,0.125,11,8,0.7,0.3,4,100,0.879993246,0.945430571,0.102629485,0.145659744,0.080756662,0.167510156,0.881361273,0.782213522,automl\lightGBM_AutoMl2021_8633,0.834248721,0.916841154,0.107924913,0.174245781,0.112936017,0.185737359,0.750269804,0.733488078,automl\lightGBM_AutoMl2023_8633
8675,0.125,11,8,0.8,0.3,4,100,0.879993246,0.945430571,0.102629485,0.145659744,0.080756662,0.167510156,0.881361273,0.782213522,automl\lightGBM_AutoMl2021_8675,0.834248721,0.916841154,0.107924913,0.174245781,0.112936017,0.185737359,0.750269804,0.733488078,automl\lightGBM_AutoMl2023_8675
8717,0.125,11,8,1,0.3,4,100,0.879993246,0.945430571,0.102629485,0.145659744,0.080756662,0.167510156,0.881361273,0.782213522,automl\lightGBM_AutoMl2021_8717,0.834248721,0.916841154,0.107924913,0.174245781,0.112936017,0.185737359,0.750269804,0.733488078,automl\lightGBM_AutoMl2023_8717
9598,0.125,13,12,0.6,0.3,4,60,0.87998764,0.945358738,0.09925255,0.137846651,0.069914916,0.159079199,0.857097841,0.78448338,automl\lightGBM_AutoMl2021_9598,0.836569283,0.921523874,0.10494495,0.178329641,0.130845852,0.186685376,0.754370818,0.757641448,automl\lightGBM_AutoMl2023_9598
9640,0.125,13,12,0.7,0.3,4,60,0.87998764,0.945358738,0.09925255,0.137846651,0.069914916,0.159079199,0.857097841,0.78448338,automl\lightGBM_AutoMl2021_9640,0.836569283,0.921523874,0.10494495,0.178329641,0.130845852,0.186685376,0.754370818,0.757641448,automl\lightGBM_AutoMl2023_9640
9682,0.125,13,12,0.8,0.3,4,60,0.87998764,0.945358738,0.09925255,0.137846651,0.069914916,0.159079199,0.857097841,0.78448338,automl\lightGBM_AutoMl2021_9682,0.836569283,0.921523874,0.10494495,0.178329641,0.130845852,0.186685376,0.754370818,0.757641448,automl\lightGBM_AutoMl2023_9682
9724,0.125,13,12,1,0.3,4,60,0.87998764,0.945358738,0.09925255,0.137846651,0.069914916,0.159079199,0.857097841,0.78448338,automl\lightGBM_AutoMl2021_9724,0.836569283,0.921523874,0.10494495,0.178329641,0.130845852,0.186685376,0.754370818,0.757641448,automl\lightGBM_AutoMl2023_9724
7919,0.125,10,12,0.6,0.3,4,100,0.879915588,0.944207994,0.10060336,0.137503166,0.072859107,0.158115528,0.862927367,0.783323799,automl\lightGBM_AutoMl2021_7919,0.834951455,0.916888288,0.10723375,0.174178993,0.114892009,0.184710712,0.744442046,0.744683148,automl\lightGBM_AutoMl2023_7919
7961,0.125,10,12,0.7,0.3,4,100,0.879915588,0.944207994,0.10060336,0.137503166,0.072859107,0.158115528,0.862927367,0.783323799,automl\lightGBM_AutoMl2021_7961,0.834951455,0.916888288,0.10723375,0.174178993,0.114892009,0.184710712,0.744442046,0.744683148,automl\lightGBM_AutoMl2023_7961
8003,0.125,10,12,0.8,0.3,4,100,0.879915588,0.944207994,0.10060336,0.137503166,0.072859107,0.158115528,0.862927367,0.783323799,automl\lightGBM_AutoMl2021_8003,0.834951455,0.916888288,0.10723375,0.174178993,0.114892009,0.184710712,0.744442046,0.744683148,automl\lightGBM_AutoMl2023_8003
8045,0.125,10,12,1,0.3,4,100,0.879915588,0.944207994,0.10060336,0.137503166,0.072859107,0.158115528,0.862927367,0.783323799,automl\lightGBM_AutoMl2021_8045,0.834951455,0.916888288,0.10723375,0.174178993,0.114892009,0.184710712,0.744442046,0.744683148,automl\lightGBM_AutoMl2023_8045
7252,0.125,9,14,0.6,0.3,6,60,0.87981682,0.941722747,0.10065328,0.146044384,0.095861013,0.162156539,0.881676383,0.798060468,automl\lightGBM_AutoMl2021_7252,0.836914155,0.920895565,0.104521075,0.171025282,0.109103672,0.182025015,0.74249946,0.742739933,automl\lightGBM_AutoMl2023_7252
7294,0.125,9,14,0.7,0.3,6,60,0.87981682,0.941722747,0.10065328,0.146044384,0.095861013,0.162156539,0.881676383,0.798060468,automl\lightGBM_AutoMl2021_7294,0.836914155,0.920895565,0.104521075,0.171025282,0.109103672,0.182025015,0.74249946,0.742739933,automl\lightGBM_AutoMl2023_7294
7336,0.125,9,14,0.8,0.3,6,60,0.87981682,0.941722747,0.10065328,0.146044384,0.095861013,0.162156539,0.881676383,0.798060468,automl\lightGBM_AutoMl2021_7336,0.836914155,0.920895565,0.104521075,0.171025282,0.109103672,0.182025015,0.74249946,0.742739933,automl\lightGBM_AutoMl2023_7336
7378,0.125,9,14,1,0.3,6,60,0.87981682,0.941722747,0.10065328,0.146044384,0.095861013,0.162156539,0.881676383,0.798060468,automl\lightGBM_AutoMl2021_7378,0.836914155,0.920895565,0.104521075,0.171025282,0.109103672,0.182025015,0.74249946,0.742739933,automl\lightGBM_AutoMl2023_7378
9599,0.125,13,12,0.6,0.3,4,100,0.879783121,0.94534915,0.099254192,0.138133152,0.070957447,0.159122071,0.857097841,0.784596524,automl\lightGBM_AutoMl2021_9599,0.836611103,0.921582359,0.104918925,0.178328012,0.130516866,0.186745661,0.754370818,0.757477243,automl\lightGBM_AutoMl2023_9599
9641,0.125,13,12,0.7,0.3,4,100,0.879783121,0.94534915,0.099254192,0.138133152,0.070957447,0.159122071,0.857097841,0.784596524,automl\lightGBM_AutoMl2021_9641,0.836611103,0.921582359,0.104918925,0.178328012,0.130516866,0.186745661,0.754370818,0.757477243,automl\lightGBM_AutoMl2023_9641
9683,0.125,13,12,0.8,0.3,4,100,0.879783121,0.94534915,0.099254192,0.138133152,0.070957447,0.159122071,0.857097841,0.784596524,automl\lightGBM_AutoMl2021_9683,0.836611103,0.921582359,0.104918925,0.178328012,0.130516866,0.186745661,0.754370818,0.757477243,automl\lightGBM_AutoMl2023_9683
9725,0.125,13,12,1,0.3,4,100,0.879783121,0.94534915,0.099254192,0.138133152,0.070957447,0.159122071,0.857097841,0.784596524,automl\lightGBM_AutoMl2021_9725,0.836611103,0.921582359,0.104918925,0.178328012,0.130516866,0.186745661,0.754370818,0.757477243,automl\lightGBM_AutoMl2023_9725
7913,0.125,10,12,0.6,0.5,9,100,0.879364958,0.942465323,0.085739308,0.132384133,0.127156916,0.133988415,0.873483536,0.80552125,automl\lightGBM_AutoMl2021_7913,0.85446394,0.940101944,0.073526517,0.122616798,0.115534842,0.123835344,0.74401036,0.754349491,automl\lightGBM_AutoMl2023_7913
7916,0.125,10,12,0.6,0.5,11,100,0.879364958,0.942465323,0.085739308,0.132384133,0.127156916,0.133988415,0.873483536,0.80552125,automl\lightGBM_AutoMl2021_7916,0.85446394,0.940101944,0.073526517,0.122616798,0.115534842,0.123835344,0.74401036,0.754349491,automl\lightGBM_AutoMl2023_7916
7955,0.125,10,12,0.7,0.5,9,100,0.879364958,0.942465323,0.085739308,0.132384133,0.127156916,0.133988415,0.873483536,0.80552125,automl\lightGBM_AutoMl2021_7955,0.85446394,0.940101944,0.073526517,0.122616798,0.115534842,0.123835344,0.74401036,0.754349491,automl\lightGBM_AutoMl2023_7955
7958,0.125,10,12,0.7,0.5,11,100,0.879364958,0.942465323,0.085739308,0.132384133,0.127156916,0.133988415,0.873483536,0.80552125,automl\lightGBM_AutoMl2021_7958,0.85446394,0.940101944,0.073526517,0.122616798,0.115534842,0.123835344,0.74401036,0.754349491,automl\lightGBM_AutoMl2023_7958
7997,0.125,10,12,0.8,0.5,9,100,0.879364958,0.942465323,0.085739308,0.132384133,0.127156916,0.133988415,0.873483536,0.80552125,automl\lightGBM_AutoMl2021_7997,0.85446394,0.940101944,0.073526517,0.122616798,0.115534842,0.123835344,0.74401036,0.754349491,automl\lightGBM_AutoMl2023_7997
8000,0.125,10,12,0.8,0.5,11,100,0.879364958,0.942465323,0.085739308,0.132384133,0.127156916,0.133988415,0.873483536,0.80552125,automl\lightGBM_AutoMl2021_8000,0.85446394,0.940101944,0.073526517,0.122616798,0.115534842,0.123835344,0.74401036,0.754349491,automl\lightGBM_AutoMl2023_8000
8039,0.125,10,12,1,0.5,9,100,0.879364958,0.942465323,0.085739308,0.132384133,0.127156916,0.133988415,0.873483536,0.80552125,automl\lightGBM_AutoMl2021_8039,0.85446394,0.940101944,0.073526517,0.122616798,0.115534842,0.123835344,0.74401036,0.754349491,automl\lightGBM_AutoMl2023_8039
8042,0.125,10,12,1,0.5,11,100,0.879364958,0.942465323,0.085739308,0.132384133,0.127156916,0.133988415,0.873483536,0.80552125,automl\lightGBM_AutoMl2021_8042,0.85446394,0.940101944,0.073526517,0.122616798,0.115534842,0.123835344,0.74401036,0.754349491,automl\lightGBM_AutoMl2023_8042
8102,0.125,10,14,0.6,0.3,9,100,0.879201042,0.943662567,0.10122185,0.149142079,0.09960144,0.165325493,0.885615251,0.795893805,automl\lightGBM_AutoMl2021_8102,0.835804445,0.919493356,0.106659314,0.172291001,0.105657167,0.184345183,0.742715303,0.737225495,automl\lightGBM_AutoMl2023_8102
8105,0.125,10,14,0.6,0.3,11,100,0.879201042,0.943662567,0.10122185,0.149142079,0.09960144,0.165325493,0.885615251,0.795893805,automl\lightGBM_AutoMl2021_8105,0.835804445,0.919493356,0.106659314,0.172291001,0.105657167,0.184345183,0.742715303,0.737225495,automl\lightGBM_AutoMl2023_8105
8144,0.125,10,14,0.7,0.3,9,100,0.879201042,0.943662567,0.10122185,0.149142079,0.09960144,0.165325493,0.885615251,0.795893805,automl\lightGBM_AutoMl2021_8144,0.835804445,0.919493356,0.106659314,0.172291001,0.105657167,0.184345183,0.742715303,0.737225495,automl\lightGBM_AutoMl2023_8144
8147,0.125,10,14,0.7,0.3,11,100,0.879201042,0.943662567,0.10122185,0.149142079,0.09960144,0.165325493,0.885615251,0.795893805,automl\lightGBM_AutoMl2021_8147,0.835804445,0.919493356,0.106659314,0.172291001,0.105657167,0.184345183,0.742715303,0.737225495,automl\lightGBM_AutoMl2023_8147
8186,0.125,10,14,0.8,0.3,9,100,0.879201042,0.943662567,0.10122185,0.149142079,0.09960144,0.165325493,0.885615251,0.795893805,automl\lightGBM_AutoMl2021_8186,0.835804445,0.919493356,0.106659314,0.172291001,0.105657167,0.184345183,0.742715303,0.737225495,automl\lightGBM_AutoMl2023_8186
8189,0.125,10,14,0.8,0.3,11,100,0.879201042,0.943662567,0.10122185,0.149142079,0.09960144,0.165325493,0.885615251,0.795893805,automl\lightGBM_AutoMl2021_8189,0.835804445,0.919493356,0.106659314,0.172291001,0.105657167,0.184345183,0.742715303,0.737225495,automl\lightGBM_AutoMl2023_8189
8228,0.125,10,14,1,0.3,9,100,0.879201042,0.943662567,0.10122185,0.149142079,0.09960144,0.165325493,0.885615251,0.795893805,automl\lightGBM_AutoMl2021_8228,0.835804445,0.919493356,0.106659314,0.172291001,0.105657167,0.184345183,0.742715303,0.737225495,automl\lightGBM_AutoMl2023_8228
8231,0.125,10,14,1,0.3,11,100,0.879201042,0.943662567,0.10122185,0.149142079,0.09960144,0.165325493,0.885615251,0.795893805,automl\lightGBM_AutoMl2021_8231,0.835804445,0.919493356,0.106659314,0.172291001,0.105657167,0.184345183,0.742715303,0.737225495,automl\lightGBM_AutoMl2023_8231
7425,0.125,9,19,0.6,0.3,8,15,0.879102462,0.946980639,0.101106995,0.157934975,0.117552281,0.172039853,0.909406019,0.794822363,automl\lightGBM_AutoMl2021_7425,0.835351847,0.916940537,0.106633263,0.172546752,0.100609244,0.185750366,0.74249946,0.732460343,automl\lightGBM_AutoMl2023_7425
7428,0.125,9,19,0.6,0.3,9,15,0.879102462,0.946980639,0.101106995,0.157934975,0.117552281,0.172039853,0.909406019,0.794822363,automl\lightGBM_AutoMl2021_7428,0.835351847,0.916940537,0.106633263,0.172546752,0.100609244,0.185750366,0.74249946,0.732460343,automl\lightGBM_AutoMl2023_7428
7431,0.125,9,19,0.6,0.3,11,15,0.879102462,0.946980639,0.101106995,0.157934975,0.117552281,0.172039853,0.909406019,0.794822363,automl\lightGBM_AutoMl2021_7431,0.835351847,0.916940537,0.106633263,0.172546752,0.100609244,0.185750366,0.74249946,0.732460343,automl\lightGBM_AutoMl2023_7431
7467,0.125,9,19,0.7,0.3,8,15,0.879102462,0.946980639,0.101106995,0.157934975,0.117552281,0.172039853,0.909406019,0.794822363,automl\lightGBM_AutoMl2021_7467,0.835351847,0.916940537,0.106633263,0.172546752,0.100609244,0.185750366,0.74249946,0.732460343,automl\lightGBM_AutoMl2023_7467
7470,0.125,9,19,0.7,0.3,9,15,0.879102462,0.946980639,0.101106995,0.157934975,0.117552281,0.172039853,0.909406019,0.794822363,automl\lightGBM_AutoMl2021_7470,0.835351847,0.916940537,0.106633263,0.172546752,0.100609244,0.185750366,0.74249946,0.732460343,automl\lightGBM_AutoMl2023_7470
7473,0.125,9,19,0.7,0.3,11,15,0.879102462,0.946980639,0.101106995,0.157934975,0.117552281,0.172039853,0.909406019,0.794822363,automl\lightGBM_AutoMl2021_7473,0.835351847,0.916940537,0.106633263,0.172546752,0.100609244,0.185750366,0.74249946,0.732460343,automl\lightGBM_AutoMl2023_7473
7509,0.125,9,19,0.8,0.3,8,15,0.879102462,0.946980639,0.101106995,0.157934975,0.117552281,0.172039853,0.909406019,0.794822363,automl\lightGBM_AutoMl2021_7509,0.835351847,0.916940537,0.106633263,0.172546752,0.100609244,0.185750366,0.74249946,0.732460343,automl\lightGBM_AutoMl2023_7509
